tx_amount,time_since_last_tx_seconds,degree_centrality,historical_tx_count,in_out_ratio,sent_tnx,received_tnx,time_diff_mins,is_fraud
1.8441,2517.6,3,478,1.0004,224,254,295160.55,0
16.6243,479065.2,17,41,1.1648,24,17,269671.12,0
50.4998,9683.4,4,4,1.0,2,2,325.27,0
1.1631,488868.0,30,70,0.6717,59,11,567425.88,0
69.427,1672.2,4,5,1.0,3,2,7128.42,0
8.7853,978.6,2276,10000,1.0183,1946,8054,124430.37,0
6.8408,723082.8,15,42,1.0001,19,23,279245.0,0
0.6574,40241.4,23,32,0.7356,18,14,24231.48,0
2.4223,37794.6,16,29,1.001,16,13,336152.08,0
0.1219,0.0,2,2,1.0036,1,1,8328.77,0
50.4996,9645.0,4,4,1.0,2,2,322.55,0
32.107,135.6,2,4,1.0,2,2,46096.3,0
2.9954,0.0,2,2,1.003,1,1,192.87,0
6.6891,2296866.0,3,6,1.0001,3,3,331188.2,0
0.4903,0.0,2,2,1.0013,1,1,290.62,0
42.0831,1503.6,5,5,1.0,3,2,76.17,0
14.0451,0.0,4,12,308.992,0,11,88337.7,0
1.394,816.6,495,2656,1.0003,1257,1399,104338.82,0
2.3573,4393.8,7,15,1.0011,6,9,310858.23,0
6.9078,0.0,4,10,124.3407,0,9,169001.23,0
0.9995,0.0,2,2,1.0031,1,1,78.85,0
8.4909,141565.2,137,372,0.9468,251,121,841715.78,0
75.7497,9687.0,3,3,1.0,2,1,322.9,0
50.4997,9704.4,4,4,1.0,2,2,323.48,0
2.9765,49671.0,25,578,1.0017,45,533,620747.58,0
750.3748,130.8,6,6,1.0,4,2,8.72,0
54.2807,604.2,6,10,1.0,5,5,119389.78,0
4.0074,4978.8,4927,6186,1.0003,2494,3692,866443.38,0
5.3915,1891.2,2,106,1.0004,53,53,1000450.1,0
0.6212,2865.6,3,1471,1.0023,307,1164,1223339.25,0
75.7496,9844.2,3,3,1.0,2,1,328.15,0
0.1908,816.6,8,56,1.0043,28,28,293848.0,0
0.1719,0.0,3,57,19.248,0,56,226754.57,0
1.2642,238.8,2,4,1.0004,2,2,181.65,0
42.0831,1537.8,5,5,1.0,3,2,76.9,0
10.3956,407360.4,30,44,0.7514,27,17,600924.42,0
26.7107,445903.8,17,2606,1.0,52,2554,934271.37,0
1.7041,246703.8,9,19,0.4882,12,7,250926.37,0
31.1866,3582.0,49,10000,1.0253,212,9788,681509.9,0
0.0415,0.0,2,3,1.0159,1,2,40.97,0
0.251,80254.2,11,19,1.0079,9,10,126746.9,0
0.5178,2823.6,4,4,1.005,2,2,170703.4,0
0.0497,0.0,2,2,1.0126,1,1,351.13,0
0.7718,63605.4,6,135,0.5098,133,2,371911.35,0
5.1996,49566.0,17,132,0.9971,79,53,1388631.95,0
14.7489,0.0,5,14,383.472,0,13,226758.45,0
54.5,0.0,3,3,9.4737,1,2,272079.85,0
0.2477,0.0,6,70,34.186,0,69,228988.13,0
5.2117,873018.6,16,21,1.002,16,5,526108.75,0
67.333,1393.8,4,4,1.0,3,1,69.7,0
275.5308,1563088.2,9,20,0.4419,7,13,207417.82,0
0.9997,0.0,2,2,1.0005,1,1,58.67,0
7.4038,0.0,3,5,59.23,0,4,145673.52,0
10.7416,226.2,9,20,1.0001,10,10,86028.62,0
7.3442,2512374.6,11,16,1.0029,12,4,519421.97,0
994.5895,1029.6,708,7978,0.8712,3714,4264,464661.43,0
50.4997,9762.6,4,4,1.0,2,2,325.83,0
21.9897,431561.4,3,7,1.0,4,3,204420.75,0
9.9997,0.0,2,2,1.0001,1,1,411.43,0
1.7884,116377.2,8,24,0.2219,21,3,51035.7,0
0.6719,0.0,3,133,177.3912,0,132,200114.0,0
37.5943,66904.2,92,812,0.8325,767,45,1119187.93,0
1.231,0.0,6,17,39.3928,0,16,226755.85,0
75.7498,9601.8,3,3,1.0,2,1,320.05,0
0.1214,46041.0,5,129,1.0039,64,65,362223.67,0
0.5345,3003344.4,4,4,1.0017,3,1,150167.22,0
63.1247,1011.6,4,5,1.0,4,1,67.45,0
1.9027,4433068.8,9,15,0.5586,7,8,517236.97,0
0.502,0.0,3,149,148.5996,0,148,226788.97,0
1.1772,451.8,4,6,1.0004,2,4,750.15,0
2.2056,68674.2,151,780,0.6001,729,51,1028134.37,0
5.638,101131.8,70,196,0.9428,150,46,347546.32,0
2095.9309,0.0,11,105,1.0,1,104,603019.68,0
1.2056,152617.2,14,21,0.7143,14,7,105347.6,0
0.144,4737.6,6,813,1.0019,364,449,1148393.85,0
63.1247,1045.2,5,5,1.0,4,1,69.68,0
0.0,0.0,1236,2301,0.022,0,2300,1050284.48,0
0.0879,0.0,2,2,1.0071,1,1,6.32,0
161.2874,244144.8,11,69,1.0,34,35,581229.18,0
17.8321,1489869.6,7,50,0.8237,16,34,962675.93,0
0.9371,1296514.8,6,9,1.0289,5,4,108060.77,0
13.3444,0.0,3,10,240.2,0,9,105138.73,0
75.7498,9400.8,3,3,1.0,2,1,313.37,0
2.2405,325.8,4,6,1.0004,3,3,30256.63,0
4.9697,0.0,2,2,1.0001,1,1,1.87,0
75.7497,1300.2,3,3,1.0,2,1,43.33,0
0.0382,1848708.0,4,7,1.0273,5,2,154103.3,0
2.8984,4778956.2,4,6,1.0001,3,3,240446.67,0
10.7265,129154.2,6,16,1.0001,8,8,120014.63,0
10.5597,0.0,2,2,1.0001,1,1,10.78,0
50.4997,9772.2,4,4,1.0,2,2,327.37,0
2.5025,0.0,2,3,10.01,0,2,39682.27,0
833.7498,77.4,5,5,1.0,3,2,5.35,0
50.4997,9687.0,4,4,1.0,2,2,324.53,0
2.4049,0.0,3,8,369.1957,1,7,258900.03,0
75.7498,9452.4,3,3,1.0,2,1,315.08,0
50.4998,9733.2,4,4,1.0,2,2,325.1,0
0.6888,0.0,2,2,1.0032,1,1,184.85,0
0.1759,43764.0,3,27,1.2294,4,23,373283.97,0
5.1739,0.0,2,2,1.0004,1,1,12477.37,0
67.3331,1389.0,4,4,1.0,3,1,69.45,0
0.907,21961.8,10,101,1.001,33,68,520472.52,0
58.3319,3241.2,3,6,1.0,3,3,294887.68,0
0.0998,0.0,2,2,1.005,1,1,80703.78,0
2.2327,894.6,5,58,1.0003,29,29,287963.8,0
4.4598,2376.6,4,832,0.9988,415,417,982974.33,0
1.2487,0.0,4,8,17.4814,0,7,200114.28,0
2.2125,293790.0,3,4,0.4309,3,1,14689.5,0
0.2245,536698.8,17,115,0.5929,34,81,800357.48,0
0.9327,349857.6,32,99,0.2298,82,17,494082.62,0
3.1238,121.2,3,8,1.0002,4,4,95.17,0
0.2932,382.8,4,94,1.0022,47,47,35830.62,0
0.4041,0.0,5,32,25.0566,0,31,472391.5,0
9.5979,132017.4,7,50,0.5644,43,7,157884.85,0
50.4997,9808.2,4,4,1.0,2,2,327.37,0
80.1332,85604.4,40,281,1.0,177,104,843013.53,0
0.3938,0.0,7,113,88.2195,0,112,245486.15,0
75.7497,1534.2,3,3,1.0,2,1,51.15,0
14.9235,566854.2,20,30,0.8746,16,14,287093.72,0
14.756,253458.6,54,161,0.8841,119,42,1141794.73,0
9.6112,33270.6,49,242,0.7173,192,50,359311.3,0
0.0869,990.0,6,344,1.0073,172,172,609438.2,0
188.8229,130015.2,47,120,0.8379,78,42,356927.08,0
31.8427,41202.0,101,1096,0.4174,903,193,1046569.47,0
4.4861,262.2,2,10,1.0002,5,5,334359.22,0
0.1747,246.0,25,46,1.0025,23,23,33471.95,0
0.1981,140517.6,6,203,1.0017,83,120,1090579.58,0
0.2256,0.0,2,2,1.0021,1,1,1.88,0
12.8182,125543.4,71,200,0.9826,127,73,612245.12,0
50.4998,9725.4,4,4,1.0,2,2,324.83,0
2.0804,0.0,2,2,1.0002,1,1,114.38,0
0.6063,0.0,3,149,179.4689,0,148,319337.82,0
6.5124,30627.6,6,7,1.0001,3,4,32679.47,0
0.4554,0.0,2,4,2.7324,0,3,260275.93,0
67.3331,1314.6,4,4,1.0,3,1,65.73,0
7.4966,0.0,2,17,239.89,0,16,135879.3,0
67.3331,1230.6,4,4,1.0,3,1,61.52,0
0.164,0.0,5,132,42.9598,0,131,291414.97,0
833.7498,100.8,5,5,1.0,3,2,5.17,0
75.7498,9646.8,3,3,1.0,2,1,321.55,0
50.4997,9891.6,4,4,1.0,2,2,330.3,0
3.4468,928.8,6,36,1.0002,18,18,867562.77,0
0.587,493624.8,57,103,0.7492,73,30,1272052.8,0
36.7035,232286.4,117,231,0.8954,157,74,943186.07,0
0.4997,0.0,2,2,1.001,1,1,34.18,0
750.3748,133.8,6,6,1.0,4,2,8.92,0
12.5435,0.0,3,8,175.6083,0,7,226752.02,0
4.0126,19900.8,4,5,1.0002,3,2,1681.78,0
50.4997,9826.8,4,4,1.0,2,2,328.15,0
4.8691,2452.2,9,285,1.0001,140,145,643668.77,0
0.8864,232855.2,3,349,1.0003,32,317,914634.92,0
0.0699,361812.6,4,7,0.5596,3,4,68408.98,0
833.7498,90.6,5,5,1.0,3,2,5.08,0
0.7979,2365.2,2,4,1.0048,2,2,153638.63,0
0.232,0.0,2,2,1.002,1,1,1.87,0
0.0032,0.0,2,3,11.0,1,2,6.85,0
0.0333,0.0,1,1,0.0666,0,1,0.0,0
3.5001,262911.6,33,61,0.9726,32,29,498897.87,0
42.083,1130.4,5,5,1.0,3,2,67.97,0
0.4678,0.0,2,13,11.2263,0,12,60498.38,0
0.262,19979.4,7,710,1.0014,299,411,559943.78,0
20.918,1911.0,5000,10000,1.0537,4215,5785,312377.08,0
0.0895,308904.6,4,162,1.0035,80,82,664814.18,0
0.1428,0.0,4,122,34.5523,0,121,226773.38,0
1.0009,0.0,6,32,62.058,0,31,226787.22,0
1.9133,788605.2,8,10,1.002,8,2,115461.55,0
1481.3604,994.2,12,80,1.0,40,40,836582.68,0
1.5042,1402218.6,15,20,1.0004,9,11,428695.18,0
1.7808,173.4,5,78,1.0002,39,39,378991.55,0
42.0831,1050.6,5,5,1.0,3,2,68.97,0
23.5345,1473375.6,3,8,1.0,4,4,138695.63,0
0.0985,0.0,2,2,1.0314,1,1,91.75,0
1.3832,0.0,6,22,58.094,0,21,141735.2,0
12.4402,0.0,2,2,1.0,1,1,2281.88,0
2.7004,534.6,6,8,1.0002,4,4,69298.22,0
5.1561,2611821.6,4,9,0.8061,5,4,254978.82,0
67.3331,999.6,4,4,1.0,3,1,49.97,0
1.511,138462.6,6,9,1.0005,5,4,204274.18,0
1.535,0.0,6,12,33.7695,0,11,161779.1,0
30.5091,0.0,2,4,1.0,1,3,243861.32,0
67.333,1363.2,4,4,1.0,3,1,68.17,0
50.4997,9848.4,4,4,1.0,2,2,329.92,0
833.7498,107.4,5,5,1.0,3,2,7.33,0
2.7587,172.8,6,15,1.0002,7,8,117004.47,0
0.4275,126497.4,25,40,1.0021,19,21,153946.63,0
0.9995,0.0,2,2,1.001,1,1,39.42,0
0.8164,722391.6,7,29,0.5754,26,3,315951.33,0
8.7552,1378673.4,21,37,0.0867,27,10,706189.25,0
9.1716,34955.4,6,401,1.0001,193,208,576126.17,0
50.4997,9862.8,4,4,1.0,2,2,329.18,0
0.4274,0.0,2,12,1.0002,1,11,181076.48,0
59.9998,0.0,2,2,1.0,1,1,4.5,0
1.0256,1146544.2,7,47,1.0376,2,45,420393.18,0
12.1619,1034365.8,15,50,0.9793,14,36,757778.37,0
1.1146,1355868.6,6,8,11.1463,3,5,733056.53,0
50.4998,9448.2,4,4,1.0,2,2,315.72,0
15.7004,1934881.8,16,26,0.7736,21,5,688358.73,0
6.0045,0.0,2,4,36.0269,0,3,88328.02,0
0.0765,0.0,2,2,1.0058,1,1,20369.5,0
18.6959,0.0,3,5,1.0,1,4,4332.0,0
0.4584,823.2,7,8,1.0011,4,4,21824.22,0
277.1606,1342285.8,15,25,1.0,15,9,596613.23,0
2.1863,446457.0,18,183,1.0001,17,166,816431.5,0
2.7309,3091.2,2972,10016,0.3508,5930,4070,394796.12,0
0.284,0.0,4,67,37.4914,0,66,226755.1,0
4.3333,0.0,2,4,23.0,1,3,693499.15,0
67.3331,819.6,4,4,1.0,3,1,40.98,0
0.0,0.0,1,865,0.0,0,865,966040.98,0
0.706,837510.6,7,32,1.0003,3,29,753882.93,0
3.4824,66603.6,10,15,1.0002,9,6,11487.67,0
0.0698,0.0,2,2,1.0063,1,1,91389.75,0
12.5108,0.0,5,10,225.1938,0,9,226769.35,0
0.8337,200.4,22,40,1.0006,20,20,161733.92,0
0.402,0.0,6,29,22.5113,0,28,198923.55,0
67.3331,1360.8,4,4,1.0,3,1,68.05,0
67.3331,6122.4,3,4,1.0,3,1,306.13,0
0.9551,703854.0,4,87,1.0897,5,82,1014566.68,0
750.3748,146.4,6,6,1.0,4,2,10.1,0
0.6968,466763.4,27,73,1.1512,29,44,815420.5,0
75.7496,9443.4,3,3,1.0,2,1,314.78,0
0.9666,13783.8,2,27,1.0053,13,14,279493.25,0
12.5465,0.0,2,2,1.0,1,1,2197.68,0
0.0,0.0,905,9898,0.0,0,9897,658941.33,0
25.1747,4441667.4,3,5,1.0,3,2,253738.68,0
27.3308,6418.2,18,9113,1.0,187,8926,565266.93,0
1.8597,2283379.8,5,5,1.0932,3,2,114183.87,0
0.1225,52383.6,3,96,1.0033,42,54,441489.38,0
5.8247,2630.4,4,6,1.0004,3,3,110799.58,0
0.4455,975.6,6,1741,1.0009,867,874,416795.65,0
18.9596,0.0,3,8,265.4343,0,7,104626.32,0
0.8246,1755046.2,3,3,1.0015,2,1,58501.53,0
81.2547,152814.0,115,456,0.9548,306,150,986051.35,0
2.4665,347665.8,6,7,1.0003,4,3,433788.3,0
833.7498,154.2,5,5,1.0,3,2,9.2,0
37.5346,420396.0,64,127,0.9771,95,32,787180.65,0
0.7019,0.0,2,2,1.0007,1,1,12.65,0
25.7508,1238183.4,3,5,1.0,3,2,65751.78,0
0.1014,0.0,2,73,14.5963,0,72,198945.53,0
3.9417,0.0,2,7,47.3,0,6,88329.73,0
0.1426,0.0,2,2,1.0044,1,1,343.18,0
1.4874,343226.4,47,89,0.9298,72,17,678330.78,0
0.0377,492372.6,18,33,1.0262,20,13,392454.07,0
2.1995,0.0,2,2,1.0005,1,1,55.75,0
3.4538,108736.2,126,490,0.817,404,86,966585.25,0
2.1964,34100.4,28,233,0.6779,217,16,156518.43,0
3.0039,129.0,7,18,1.0002,9,9,261991.07,0
2.2697,0.0,6,25,108.9478,0,24,198923.4,0
32.2037,1032.0,6,28,1.0001,14,14,280685.2,0
0.5674,0.0,6,113,127.1022,0,112,162004.78,0
37.378,126973.8,8,36,1.0,14,22,271640.75,0
2.622,39125.4,14,34,1.0146,24,10,38455.03,0
67.3331,6409.8,3,4,1.0,3,1,320.48,0
0.5917,0.0,3,148,173.9559,0,147,226755.1,0
0.8788,0.0,2,2,1.0007,1,1,560.33,0
57.5471,9462.6,3,3,1.0,2,1,315.42,0
1.7076,1871238.6,12,19,3.9311,10,9,353719.13,0
0.5196,1019.4,8,3625,1.001,1813,1812,941785.77,0
50.4997,9726.0,4,4,1.0,2,2,325.83,0
0.3377,0.0,2,153,102.6638,0,152,334529.83,0
67.3331,962.4,4,4,1.0,3,1,48.13,0
3.2566,246.6,4,4,1.0001,2,2,59675.72,0
132.3109,448192.2,61,158,0.9976,79,79,902269.5,0
42.0831,1464.6,5,5,1.0,3,2,73.95,0
0.3525,337.8,6,436,1.0033,217,219,305923.5,0
0.1332,0.0,4,112,29.5789,0,111,198931.8,0
9.5415,659733.0,12,35,1.0001,11,24,860803.02,0
0.0,0.0,1,3345,0.0,0,3344,903254.48,0
63.1247,936.0,4,5,1.0,4,1,62.4,0
50.4997,9946.8,4,4,1.0,2,2,331.62,0
5.2666,426894.0,5,7,1.0002,4,3,585079.22,0
0.1577,1019.4,3,5,1.0221,4,1,67.95,0
42.0831,1579.2,5,5,1.0,3,2,79.38,0
1.5974,200493.0,98,371,1.0006,233,138,975450.2,0
23.1313,67587.6,92,292,0.9846,164,128,348261.82,0
0.6579,546.0,5,5,1.0007,3,2,268080.7,0
7.2437,7808452.2,11,12,1.3462,3,9,405659.55,0
75.7497,9856.8,3,3,1.0,2,1,328.57,0
0.4684,1009087.2,11,16,0.6327,12,4,270861.3,0
0.0765,5148.6,14,24,1.0076,12,12,99075.63,0
0.0998,0.0,2,2,1.0047,1,1,4.53,0
50.4998,9712.8,4,4,1.0,2,2,324.37,0
1.6992,0.0,2,2,1.0009,1,1,4.02,0
67.3331,1192.2,4,4,1.0,3,1,59.6,0
0.2024,1503832.2,5,7,1.003,4,3,100614.53,0
67.3331,1335.6,4,4,1.0,3,1,66.78,0
367.9998,118.2,32,32,1.0,3,29,6.08,0
0.1198,404.4,6,319,1.0035,159,160,167188.42,0
5.0285,0.0,2,2,1.0006,1,1,89.85,0
1.6099,1143.6,3,14,1.0003,7,7,59269.58,0
0.3469,0.0,7,65,44.4036,0,64,685461.75,0
42.0831,9945.0,5,5,1.0,2,3,331.53,0
9.7343,461432.4,47,70,1.0163,37,33,380982.0,0
4.9999,0.0,2,3,19.9994,0,2,60518.27,0
11.0,0.0,2,3,44.0,0,2,60463.37,0
0.1558,755542.2,9,11,1.0036,6,5,100993.85,0
67.3331,1360.8,4,4,1.0,3,1,68.05,0
0.6207,838575.6,16,20,1.0009,14,6,774849.93,0
97.1498,3515.4,16,10000,1.0179,16,9984,139955.03,0
42.0831,1492.2,5,5,1.0,3,2,75.18,0
20.2916,9301.8,41,699,1.0,283,416,770591.87,0
0.2894,261.0,6,1596,1.0014,796,800,815853.42,0
0.797,0.0,2,2,1.0127,1,1,186.55,0
0.1463,12685.2,4,7,0.5381,6,1,1268.52,0
19.6175,189542.4,8,15,1.6414,8,7,89113.27,0
0.2135,0.0,3,130,55.0707,0,129,226754.57,0
0.6301,136.8,3,6,1.0008,3,3,61412.68,0
0.1337,1647834.6,4,6,1.3437,4,2,113529.0,0
50.4998,9646.2,4,4,1.0,2,2,323.22,0
0.4365,22558.8,11,19,1.4944,2,17,924965.22,0
0.9786,52.8,2,44,1.0009,22,22,129126.73,0
833.7498,224.4,5,5,1.0,3,2,11.28,0
13.5733,287.4,5,535,1.0,266,269,359773.83,0
0.2285,268212.6,4,15,1.0298,3,12,147034.32,0
833.7497,403.8,5,5,1.0,3,2,20.18,0
0.944,2355.6,2,122,0.9844,60,62,548020.23,0
0.2238,585.6,4,783,1.0061,391,392,794037.42,0
0.821,0.0,2,2,1.0006,1,1,5.0,0
67.3331,1219.2,4,4,1.0,3,1,60.97,0
833.7498,236.4,5,5,1.0,3,2,11.82,0
0.9991,0.0,2,2,1.0008,1,1,1.0,0
0.44,813270.6,15,28,0.0809,15,13,974489.6,0
67.3331,1342.8,4,4,1.0,3,1,67.15,0
0.1146,3153.0,6,447,1.0036,221,226,389764.85,0
50.4997,9687.0,4,4,1.0,2,2,324.53,0
0.1077,0.0,3,90,19.1706,0,89,226763.42,0
310.6246,508617.6,11,20,1.0,13,7,169599.67,0
0.5342,9627.0,3,390,1.0065,94,296,1033276.68,0
2.34,0.0,3,7,28.08,0,6,226792.15,0
5.0586,717760.2,65,108,1.2007,73,35,1059563.1,0
35.3229,244.8,15,27,1.0,13,14,553272.38,0
0.0198,0.0,2,2,1.0242,1,1,4.83,0
0.7411,13193.4,4,223,1.0059,90,133,1161966.2,0
0.0025,0.0,1,1,0.005,0,1,0.0,0
2.2915,3371581.2,5,5,1.0002,3,2,168585.17,0
67.3331,1115.4,4,4,1.0,3,1,55.77,0
109.1346,13951.2,5,689,0.189,686,3,397270.82,0
50.4997,9853.8,4,4,1.0,2,2,330.08,0
2.9507,0.0,6,14,76.7171,0,13,133511.43,0
1.0601,0.0,2,2,1.0012,1,1,3.03,0
8.3212,65823.0,105,377,0.9422,237,140,757297.47,0
67.3331,6202.2,4,4,1.0,3,1,310.12,0
0.1465,64711.2,187,375,1.0033,184,191,707234.05,0
0.4029,0.0,8,390,313.4591,0,389,319306.77,0
11.152,0.0,2,2,1.0001,1,1,9.45,0
0.0,0.0,1,11,0.0,0,11,97893.3,0
28.3805,89790.6,13,98,1.0,13,85,320879.3,0
8.3899,654849.0,9,15,1.0,7,8,121629.45,0
584.5056,714.0,7,7,1.0,4,3,2831.67,0
21.6924,441426.0,29,63,0.8622,41,22,572571.02,0
1.7608,143943.6,26,408,1.0003,25,383,519321.58,0
20.009,0.0,2,2,1.0001,1,1,33.02,0
0.025,0.0,2,2,1.5,1,1,25.08,0
0.0183,1865062.8,5,8,1.0378,5,3,285958.5,0
0.0996,0.0,2,2,1.0079,1,1,2.57,0
42.0831,1491.0,5,5,1.0,3,2,74.55,0
2.1406,989874.0,14,34,1.0002,14,20,444474.75,0
0.8579,43834.8,12,18,1.0007,11,7,27289.12,0
75.7498,9774.6,3,3,1.0,2,1,325.82,0
0.8981,1694.4,8,5143,0.9986,1745,3398,1157997.08,0
3.0032,319919.4,16,26,1.0002,16,10,882858.17,0
18.4406,83747.4,10,241,0.2437,235,6,330176.25,0
0.7756,1186.2,2,16,1.0007,8,8,54693.57,0
0.6849,0.0,2,16,20.548,0,15,88325.7,0
0.1218,0.0,4,136,32.8781,0,135,188982.3,0
50.4996,9706.8,4,4,1.0,2,2,325.23,0
1.9675,127.2,6,10,1.0002,5,5,7152.93,0
75.7498,9447.6,3,3,1.0,2,1,314.92,0
3.8624,314816.4,53,107,1.0009,64,43,499045.68,0
1.4007,0.0,2,2,1.0022,1,1,97.55,0
75.7498,9604.8,3,3,1.0,2,1,320.17,0
25.2179,1271.4,3,13,1.0,7,6,151355.18,0
5.9997,0.0,2,2,1.0001,1,1,389.32,0
2.8199,0.0,4,15,78.9561,0,14,200123.5,0
2.536,0.0,4,11,50.7205,0,10,105111.2,0
67.3331,6558.6,4,4,1.0,3,1,327.93,0
50.4998,9660.6,4,4,1.0,2,2,323.28,0
24.1191,6474869.4,5,5,0.018,2,3,231561.78,0
28.5315,159.0,4260,10000,2.3881,4151,5849,21202.03,0
3.8913,0.0,2,2,1.0001,1,1,11.7,0
37.8088,946.2,3,26,1.0,13,13,130008.27,0
42.0831,6484.2,5,5,1.0,3,2,326.05,0
0.1359,0.0,5,153,41.3065,0,152,252568.48,0
0.141,853.2,3,139,1.0132,69,70,147465.28,0
4.0,0.0,2,6,40.0,0,5,60452.47,0
0.0997,0.0,2,2,1.0062,1,1,10.33,0
0.239,0.0,5,117,55.4431,0,116,291469.9,0
0.1255,84450.6,5,6,1.0053,3,3,24290.25,0
0.5163,203359.2,13,16,0.9764,10,6,71861.28,0
1.0147,3868.8,3,505,1.0011,247,258,1037551.0,0
3.5007,250308.6,14,23,0.9933,15,8,110541.37,0
50.4998,9502.2,4,4,1.0,2,2,318.42,0
50.4998,9678.6,4,4,1.0,2,2,323.22,0
5.9996,0.0,2,2,1.0001,1,1,4.55,0
0.1002,0.0,3,115,22.8537,0,114,319340.95,0
0.4616,0.0,4,81,73.8538,0,80,198940.27,0
9.8551,391495.2,35,53,1.0002,37,16,413062.35,0
75.7498,9448.2,3,3,1.0,2,1,314.95,0
833.7498,97.2,5,5,1.0,3,2,5.68,0
1.3925,801993.0,35,65,0.8805,45,20,669067.17,0
0.5427,331719.6,16,29,0.6767,21,8,134296.77,0
0.4154,0.0,3,49,39.8813,0,48,319297.47,0
1.8594,0.0,8,29,104.1248,0,28,198903.78,0
1.9678,2538384.6,7,35,1.0003,16,19,796614.9,0
0.4997,0.0,2,2,1.0012,1,1,362.68,0
1.1664,193.2,3,4,1.0006,2,2,212.12,0
93.2701,479.4,10,186,1.0,89,97,305849.68,0
50.4998,9706.8,4,4,1.0,2,2,324.63,0
6.2957,294486.0,26,51,1.0003,38,13,235723.43,0
0.3519,181.8,3,180,1.0032,90,90,334944.23,0
12.8996,233703.6,35,61,0.9869,32,29,245922.82,0
67.3331,962.4,4,4,1.0,3,1,48.13,0
3.8534,79032.6,52,357,0.4308,336,21,773790.45,0
67.3331,940.2,4,4,1.0,3,1,47.02,0
1.1452,40812.6,16,26,1.0007,16,10,133872.58,0
1.9997,0.0,2,2,1.0003,1,1,17.03,0
0.3027,74890.2,3,12,1.0013,6,6,858024.87,0
3.0183,307.2,3,4,1.0004,2,2,8524.58,0
8.7463,251210.4,62,177,0.5927,129,48,725779.35,0
0.4701,4128.6,8,771,1.0021,236,535,1322711.35,0
0.9025,0.0,9,42,74.0071,0,41,226769.88,0
1.5187,224044.2,54,228,1.0674,99,129,980317.72,0
1327.5053,232.8,256,5332,1.0,2563,2769,652193.8,0
10.9997,0.0,2,2,1.0001,1,1,0.67,0
7.1602,115987.2,166,398,0.9967,179,219,921644.73,0
1.125,0.0,2,2,8.0,1,1,15369.12,0
2.7105,1828311.6,5,6,1.4641,3,3,116874.32,0
58.8939,433.8,13,25,1.0,12,13,47564.1,0
0.6261,1683.0,2,549,1.0007,101,448,400399.77,0
0.5245,0.0,5,187,195.1111,0,186,366981.78,0
0.5997,0.0,6,93,110.3519,0,92,228995.87,0
0.1352,0.0,3,72,19.2047,0,71,319297.02,0
8.483,506439.6,39,78,1.0039,50,28,521176.67,0
0.1546,0.0,2,2,1.004,1,1,281.6,0
67.3331,1364.4,4,4,1.0,3,1,68.23,0
67.3331,1137.6,4,4,1.0,3,1,56.87,0
5.6651,910600.8,19,21,3.4557,14,7,295375.58,0
50.4998,9718.8,4,4,1.0,2,2,325.23,0
2.815,411191.4,14,34,1.0003,19,15,226925.02,0
4.9073,1688938.2,5,9,1.0001,4,5,876283.42,0
0.1,401.4,11,18,1.005,9,9,207530.77,0
0.146,0.0,2,2,1.003,1,1,135481.13,0
26.9506,0.0,6,29,1000.0,0,28,173309.25,0
50.4696,40497.6,8,660,1.0,321,339,574156.72,0
50.4997,2089.8,4,4,1.0,2,2,70.53,0
67.3331,1306.2,4,4,1.0,3,1,65.3,0
1.5091,6752.4,4,6,1.0026,3,3,304131.92,0
7.6118,2063000.4,23,27,1.0673,15,12,877116.55,0
0.045,0.0,2,2,0.09,1,1,53950.48,0
6.3659,0.0,8,40,496.5434,0,39,177107.1,0
750.3748,132.0,6,6,1.0,4,2,9.82,0
50.4998,9637.8,4,4,1.0,2,2,324.18,0
0.1739,0.0,2,2,1.0127,1,1,64.67,0
75.7496,9442.8,3,3,1.0,2,1,314.77,0
23.0189,5220.6,86,2069,0.1288,440,1629,1531436.85,0
1.8998,0.0,2,2,1.0002,1,1,2.85,0
6.9897,0.0,2,2,1.0001,1,1,44.27,0
5.794,166576.8,18,25,1.0001,17,8,979986.77,0
7.7002,1961278.2,14,56,0.8921,27,29,987892.67,0
0.015,728665.8,3,11,1.1101,9,2,126920.37,0
67.3331,1188.6,4,4,1.0,3,1,59.43,0
2.6181,13447.2,6,10,1.0001,5,5,385887.92,0
50.4998,9651.0,4,4,1.0,2,2,323.38,0
0.5355,25005.6,4,554,1.0012,231,323,573652.23,0
1.0898,1113.6,2,66,0.9729,33,33,212825.82,0
0.0991,1066.8,11,1125,1.0061,563,562,768200.03,0
0.0,0.0,2358,10000,0.0,0,9999,100465.77,0
0.789,147199.2,22,71,1.0016,48,23,260843.63,0
0.6623,0.0,2,2,1.0022,1,1,5.93,0
1.6733,2604299.4,5,7,1.0002,3,4,184187.87,0
50.4998,9717.6,4,4,1.0,2,2,324.97,0
0.6811,286.8,5,10,1.0015,5,5,115398.8,0
176.6314,79.2,2,6,1.0,3,3,32.78,0
0.2871,0.0,3,59,33.2991,0,58,226791.43,0
1.8271,738861.6,12,21,1.0002,11,10,764306.7,0
0.6394,0.0,2,2,1.001,1,1,360.4,0
3.5786,0.0,4,8,50.1,0,7,147975.95,0
0.8782,10000000.0,2,5,1.0005,3,2,898496.63,0
17.7543,333516.0,85,176,0.9196,112,64,808639.53,0
63.1247,1560.0,5,5,1.0,4,1,103.98,0
833.7498,67.2,5,5,1.0,3,2,3.52,0
